"","year","scenario","type","N","value","sd","se","ci","variable"
"162",11,"Scenario_3_100K_10x","prevalence",9,101435.222222222,32.3217333143575,10.7739111047858,24.8446835599582,"n"
"163",11,"Scenario_4_100K_10x","incidence",10,101430.3,38.6897919353413,12.2347864713692,27.6770098515145,"n"
"164",11,"Scenario_4_100K_10x","prevalence",10,101430.3,38.6897919353413,12.2347864713692,27.6770098515145,"n"
"165",11,"Scenario_5_100K_10x","incidence",10,101428.9,47.2968169001772,14.9565667480505,33.8341045999718,"n"
"166",11,"Scenario_5_100K_10x","prevalence",10,101428.9,47.2968169001772,14.9565667480505,33.8341045999718,"n"
"167",11,"Scenario_6_100K_10x","incidence",10,101431.6,37.2892596988582,11.7918992909916,26.6751294441118,"n"
"168",11,"Scenario_6_100K_10x","prevalence",10,101431.6,37.2892596988582,11.7918992909916,26.6751294441118,"n"
"169",12,"basline 100K 10x","incidence",10,101322.9,36.3423536203514,11.4924612971577,25.9977536415463,"n"
"170",12,"basline 100K 10x","prevalence",10,101322.9,36.3423536203514,11.4924612971577,25.9977536415463,"n"
"171",12,"Scenario_1_100K_10x","incidence",10,101323.1,34.9680806831983,11.0578780363443,25.0146580052653,"n"
"172",12,"Scenario_1_100K_10x","prevalence",10,101323.1,34.9680806831983,11.0578780363443,25.0146580052653,"n"
"173",12,"Scenario_2_100K_10x","incidence",10,101352.3,17.5058720307089,5.53584280444772,12.5229464522063,"n"
"174",12,"Scenario_2_100K_10x","prevalence",10,101352.3,17.5058720307089,5.53584280444772,12.5229464522063,"n"
"175",12,"Scenario_3_100K_10x","incidence",9,101335.333333333,23.3345237791561,7.77817459305202,17.9365027759179,"n"
"176",12,"Scenario_3_100K_10x","prevalence",9,101335.333333333,23.3345237791561,7.77817459305202,17.9365027759179,"n"
"177",12,"Scenario_4_100K_10x","incidence",10,101326.1,36.7588235817077,11.6241606626505,26.2956783045319,"n"
"178",12,"Scenario_4_100K_10x","prevalence",10,101326.1,36.7588235817077,11.6241606626505,26.2956783045319,"n"
"179",12,"Scenario_5_100K_10x","incidence",10,101340.9,32.9998316494022,10.4354630414222,23.6066574662692,"n"
"180",12,"Scenario_5_100K_10x","prevalence",10,101340.9,32.9998316494022,10.4354630414222,23.6066574662692,"n"
"181",12,"Scenario_6_100K_10x","incidence",10,101316.3,26.7915824259951,8.4722422586284,19.1655435103179,"n"
"182",12,"Scenario_6_100K_10x","prevalence",10,101316.3,26.7915824259951,8.4722422586284,19.1655435103179,"n"
"183",13,"basline 100K 10x","incidence",10,101363.6,36.13001214749,11.425313027562,25.845853702511,"n"
"184",13,"basline 100K 10x","prevalence",10,101363.6,36.13001214749,11.425313027562,25.845853702511,"n"
"185",13,"Scenario_1_100K_10x","incidence",10,101361,36.1969918946619,11.4464938833785,25.8937681272106,"n"
"186",13,"Scenario_1_100K_10x","prevalence",10,101361,36.1969918946619,11.4464938833785,25.8937681272106,"n"
"187",13,"Scenario_2_100K_10x","incidence",10,101362.9,38.2141625869549,12.084379265077,27.336765112464,"n"
"188",13,"Scenario_2_100K_10x","prevalence",10,101362.9,38.2141625869549,12.084379265077,27.336765112464,"n"
"189",13,"Scenario_3_100K_10x","incidence",9,101369.777777778,26.242988481582,8.74766282719399,20.1721466528811,"n"
"190",13,"Scenario_3_100K_10x","prevalence",9,101369.777777778,26.242988481582,8.74766282719399,20.1721466528811,"n"
"191",13,"Scenario_4_100K_10x","incidence",10,101353.8,37.9760158228556,12.0090706458817,27.166405180131,"n"
"192",13,"Scenario_4_100K_10x","prevalence",10,101353.8,37.9760158228556,12.0090706458817,27.166405180131,"n"
"193",13,"Scenario_5_100K_10x","incidence",10,101350.5,41.4574748654838,13.1100046614112,29.6568909491291,"n"
"194",13,"Scenario_5_100K_10x","prevalence",10,101350.5,41.4574748654838,13.1100046614112,29.6568909491291,"n"
"195",13,"Scenario_6_100K_10x","incidence",10,101375.6,46.1259146250782,14.5862949373719,32.996491571263,"n"
"196",13,"Scenario_6_100K_10x","prevalence",10,101375.6,46.1259146250782,14.5862949373719,32.996491571263,"n"
"197",14,"basline 100K 10x","incidence",10,101365,39.2598183048946,12.4150446367838,28.0847821515598,"n"
"198",14,"basline 100K 10x","prevalence",10,101365,39.2598183048946,12.4150446367838,28.0847821515598,"n"
"199",14,"Scenario_1_100K_10x","incidence",10,101356.2,30.1949223104371,9.54847282728151,21.6001462000189,"n"
"200",14,"Scenario_1_100K_10x","prevalence",10,101356.2,30.1949223104371,9.54847282728151,21.6001462000189,"n"
"201",14,"Scenario_2_100K_10x","incidence",10,101396.1,46.22998065229,14.6192035046753,33.0709359225059,"n"
"202",14,"Scenario_2_100K_10x","prevalence",10,101396.1,46.22998065229,14.6192035046753,33.0709359225059,"n"
"203",14,"Scenario_3_100K_10x","incidence",9,101372.666666667,43.2695042726399,14.42316809088,33.259885260314,"n"
"204",14,"Scenario_3_100K_10x","prevalence",9,101372.666666667,43.2695042726399,14.42316809088,33.259885260314,"n"
"205",14,"Scenario_4_100K_10x","incidence",10,101368.9,29.0189593197275,9.17660067781093,20.7589129534489,"n"
"206",14,"Scenario_4_100K_10x","prevalence",10,101368.9,29.0189593197275,9.17660067781093,20.7589129534489,"n"
"207",14,"Scenario_5_100K_10x","incidence",10,101366.8,47.4032347700731,14.9902190333119,33.9102313581205,"n"
"208",14,"Scenario_5_100K_10x","prevalence",10,101366.8,47.4032347700731,14.9902190333119,33.9102313581205,"n"
"209",14,"Scenario_6_100K_10x","incidence",10,101390.1,47.9037228894234,15.148487273212,34.268258990654,"n"
"210",14,"Scenario_6_100K_10x","prevalence",10,101390.1,47.9037228894234,15.148487273212,34.268258990654,"n"
"211",15,"basline 100K 10x","incidence",10,101399.2,44.4966915124659,14.0710893521275,31.8310155662887,"n"
"212",15,"basline 100K 10x","prevalence",10,101399.2,44.4966915124659,14.0710893521275,31.8310155662887,"n"
"213",15,"Scenario_1_100K_10x","incidence",10,101384.7,41.8012493167901,13.2187156881614,29.9028123769673,"n"
"214",15,"Scenario_1_100K_10x","prevalence",10,101384.7,41.8012493167901,13.2187156881614,29.9028123769673,"n"
"215",15,"Scenario_2_100K_10x","incidence",10,101382.1,27.9779675220818,8.84741016719959,20.0142322819442,"n"
"216",15,"Scenario_2_100K_10x","prevalence",10,101382.1,27.9779675220818,8.84741016719959,20.0142322819442,"n"
"217",15,"Scenario_3_100K_10x","incidence",9,101355.222222222,41.6796646392992,13.8932215464331,32.0378263373822,"n"
"218",15,"Scenario_3_100K_10x","prevalence",9,101355.222222222,41.6796646392992,13.8932215464331,32.0378263373822,"n"
"219",15,"Scenario_4_100K_10x","incidence",10,101392.7,37.8859399308562,11.9805861477828,27.1019687687278,"n"
"220",15,"Scenario_4_100K_10x","prevalence",10,101392.7,37.8859399308562,11.9805861477828,27.1019687687278,"n"
"221",15,"Scenario_5_100K_10x","incidence",10,101390.2,46.623313195582,14.7435861761423,33.3523090736928,"n"
"222",15,"Scenario_5_100K_10x","prevalence",10,101390.2,46.623313195582,14.7435861761423,33.3523090736928,"n"
"223",15,"Scenario_6_100K_10x","incidence",10,101396.3,35.0683459673947,11.0895847031748,25.0863834687443,"n"
"224",15,"Scenario_6_100K_10x","prevalence",10,101396.3,35.0683459673947,11.0895847031748,25.0863834687443,"n"
"225",16,"basline 100K 10x","incidence",10,101401.6,40.0116649657738,12.6527994267408,28.6226208526508,"n"
"226",16,"basline 100K 10x","prevalence",10,101401.6,40.0116649657738,12.6527994267408,28.6226208526508,"n"
"227",16,"Scenario_1_100K_10x","incidence",10,101408.3,36.3655820186554,11.4998067616615,26.0143702366878,"n"
"228",16,"Scenario_1_100K_10x","prevalence",10,101408.3,36.3655820186554,11.4998067616615,26.0143702366878,"n"
"229",16,"Scenario_2_100K_10x","incidence",10,101409.8,44.0600600191249,13.9330143504157,31.518668212163,"n"
"230",16,"Scenario_2_100K_10x","prevalence",10,101409.8,44.0600600191249,13.9330143504157,31.518668212163,"n"
"231",16,"Scenario_3_100K_10x","incidence",9,101400.888888889,24.8869666916463,8.29565556388209,19.1298160345416,"n"
"232",16,"Scenario_3_100K_10x","prevalence",9,101400.888888889,24.8869666916463,8.29565556388209,19.1298160345416,"n"
"233",16,"Scenario_4_100K_10x","incidence",10,101409.9,34.115652973053,10.7883167258742,24.4048679559721,"n"
"234",16,"Scenario_4_100K_10x","prevalence",10,101409.9,34.115652973053,10.7883167258742,24.4048679559721,"n"
"235",16,"Scenario_5_100K_10x","incidence",10,101392.4,31.3446787970285,9.91205775249967,22.4226324428866,"n"
"236",16,"Scenario_5_100K_10x","prevalence",10,101392.4,31.3446787970285,9.91205775249967,22.4226324428866,"n"
"237",16,"Scenario_6_100K_10x","incidence",10,101416.4,33.8696849048756,10.710534793163,24.2289129997531,"n"
"238",16,"Scenario_6_100K_10x","prevalence",10,101416.4,33.8696849048756,10.710534793163,24.2289129997531,"n"
"239",17,"basline 100K 10x","incidence",10,101552.3,36.0649106165228,11.4047261158599,25.7992828727443,"n"
"240",17,"basline 100K 10x","prevalence",10,101552.3,36.0649106165228,11.4047261158599,25.7992828727443,"n"
"241",17,"Scenario_1_100K_10x","incidence",10,101571.7,35.1822240469372,11.1255961138668,25.1678469393837,"n"
"242",17,"Scenario_1_100K_10x","prevalence",10,101571.7,35.1822240469372,11.1255961138668,25.1678469393837,"n"
